# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 13K of event 'cycles:u'
# Event count (approx.): 5571447865
#
# Overhead  Command          Shared Object       Symbol                                    
# ........  ...............  ..................  ..........................................
#
     0.05%  GC Thread#3      libjvm.so           [.] 0x0000000000785254
     0.05%  GC Thread#2      libjvm.so           [.] 0x0000000000795a10
     0.05%  GC Thread#1      libjvm.so           [.] 0x000000000078558a
     0.05%  GC Thread#0      libjvm.so           [.] 0x0000000000782cb0
     0.05%  G1 Conc#0        libjvm.so           [.] 0x000000000079507b
     0.05%  G1 Refine#1      libjvm.so           [.] 0x0000000000735e10
     0.05%  GC Thread#2      libjvm.so           [.] 0x000000000078547d
     0.05%  GC Thread#1      libjvm.so           [.] 0x0000000000785542
     0.05%  GC Thread#1      libjvm.so           [.] 0x0000000000795a00
     0.05%  GC Thread#2      [vdso]              [.] __vdso_clock_gettime
     0.05%  java             [JIT] tid 29344     [.] 0x00007f7c6842b650
     0.05%  GC Thread#1      libjvm.so           [.] 0x0000000000785254
     0.05%  GC Thread#1      libjvm.so           [.] 0x0000000000785487
     0.05%  GC Thread#2      libjvm.so           [.] 0x00000000007870d3
     0.05%  GC Thread#0      libjvm.so           [.] 0x0000000000786f4e
     0.05%  java             [JIT] tid 29344     [.] 0x00007f7c6842b9be
     0.05%  GC Thread#3      libjvm.so           [.] 0x0000000000795a2a
     0.05%  GC Thread#0      libjvm.so           [.] 0x00000000007851d0
     0.05%  G1 Conc#0        libjvm.so           [.] 0x0000000000793c87
     0.05%  GC Thread#3      libjvm.so           [.] 0x0000000000786f68
     0.05%  GC Thread#3      libjvm.so           [.] 0x000000000078551c
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000786fcb
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c6842b55f
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000785498
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000785446
     0.04%  G1 Conc#0        libjvm.so           [.] 0x0000000000794016
     0.04%  java             libjvm.so           [.] 0x00000000006627a0
     0.04%  G1 Refine#0      libjvm.so           [.] 0x0000000000790089
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000782d6e
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000795a1d
     0.04%  GC Thread#0      libjvm.so           [.] 0x00000000007852f0
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c60f1dc24
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000786f4e
     0.04%  GC Thread#0      libjvm.so           [.] 0x00000000007954d9
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000786f72
     0.04%  C2 CompilerThre  libjvm.so           [.] 0x0000000000817e07
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c60f1d8bf
     0.04%  java             libjvm.so           [.] 0x0000000000d19afb
     0.04%  G1 Conc#0        libjvm.so           [.] 0x000000000079513c
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c6842bc35
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000782dbd
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c6842bbb9
     0.04%  G1 Refine#0      libjvm.so           [.] 0x000000000080edb2
     0.04%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c60023
     0.04%  GC Thread#1      libjvm.so           [.] 0x00000000007852bc
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c609747ab
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c60f1d222
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c609746ff
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000785455
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000790611
     0.04%  G1 Conc#0        libjvm.so           [.] 0x000000000074dfe3
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000782f28
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000782dd0
     0.04%  GC Thread#3      libjvm.so           [.] 0x0000000000782ea0
     0.04%  GC Thread#2      libjvm.so           [.] 0x000000000078707d
     0.04%  GC Thread#2      libjvm.so           [.] 0x000000000078553c
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000782d5e
     0.04%  GC Thread#1      libjvm.so           [.] 0x00000000007853b2
     0.04%  GC Thread#0      libjvm.so           [.] 0x00000000007852a4
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000790631
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c60974496
     0.04%  G1 Conc#0        libjvm.so           [.] 0x000000000080ecb1
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c60974563
     0.04%  GC Thread#0      libjvm.so           [.] 0x00000000007852a0
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c6842b77e
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000782de5
     0.04%  GC Thread#0      libjvm.so           [.] 0x000000000078551c
     0.04%  GC Thread#1      libjvm.so           [.] 0x000000000078543d
     0.04%  GC Thread#3      libjvm.so           [.] 0x0000000000786ec1
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000785304
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c6842bcb5
     0.04%  GC Thread#3      libjvm.so           [.] 0x0000000000785276
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000785443
     0.04%  C2 CompilerThre  libjvm.so           [.] 0x000000000055c537
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000786ec1
     0.04%  GC Thread#3      libjvm.so           [.] 0x000000000078547d
     0.04%  GC Thread#1      libjvm.so           [.] 0x000000000078524a
     0.04%  GC Thread#2      libjvm.so           [.] 0x000000000078551c
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c6842b4c2
     0.04%  java             libjvm.so           [.] 0x0000000000b79ba7
     0.04%  G1 Conc#0        libjvm.so           [.] 0x000000000074702c
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000782cb0
     0.04%  GC Thread#3      libjvm.so           [.] 0x0000000000a0d687
     0.04%  GC Thread#2      libjvm.so           [.] 0x00000000007954c9
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000790623
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000795a35
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c6842be07
     0.04%  GC Thread#2      libjvm.so           [.] 0x000000000078525b
     0.04%  GC Thread#0      libjvm.so           [.] 0x000000000078588a
     0.04%  GC Thread#0      libjvm.so           [.] 0x000000000078520c
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c6842b6f3
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000785229
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000785441
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000785469
     0.04%  GC Thread#2      libjvm.so           [.] 0x00000000007851d0
     0.04%  GC Thread#0      libjvm.so           [.] 0x000000000078705f
     0.04%  GC Thread#3      libjvm.so           [.] 0x00000000007854ab
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000787058
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000785542
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000785498
     0.04%  GC Thread#3      libjvm.so           [.] 0x00000000007852a4
     0.04%  GC Thread#1      libjvm.so           [.] 0x00000000007851e0
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000786f61
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000795542
     0.04%  GC Thread#0      libjvm.so           [.] 0x000000000078546c
     0.04%  GC Thread#3      libjvm.so           [.] 0x0000000000785212
     0.04%  GC Thread#3      libjvm.so           [.] 0x00000000007954c9
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000786f39
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000795a1d
     0.04%  GC Thread#2      libjvm.so           [.] 0x000000000079563a
     0.04%  GC Thread#0      libjvm.so           [.] 0x00000000007853fa
     0.04%  GC Thread#2      libjvm.so           [.] 0x00000000007954b9
     0.04%  GC Thread#1      libjvm.so           [.] 0x000000000078525b
     0.04%  GC Thread#0      libjvm.so           [.] 0x00000000007854b0
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000790614
     0.04%  GC Thread#3      libjvm.so           [.] 0x000000000078588a
     0.04%  GC Thread#3      libjvm.so           [.] 0x000000000078549b
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000785443
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c6842b881
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000782cb6
     0.04%  GC Thread#3      libjvm.so           [.] 0x0000000000795a06
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c6842bc48
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000785487
     0.04%  java             libc-2.30.so        [.] malloc
     0.04%  GC Thread#0      libjvm.so           [.] 0x000000000078523a
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000785317
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c6842b638
     0.04%  GC Thread#3      libjvm.so           [.] 0x0000000000785291
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000785291
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c6842b643
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000a43e60
     0.04%  GC Thread#0      libjvm.so           [.] 0x00000000007856fb
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c6842b84f
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c6842b980
     0.04%  GC Thread#0      libjvm.so           [.] 0x00000000007851e8
     0.04%  VM Thread        [unknown]           [k] 0xffffffff9ea00b07
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c6842bb21
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000785700
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000782ea0
     0.04%  java             [JIT] tid 29344     [.] 0x00007f7c6842bd79
     0.04%  GC Thread#0      libjvm.so           [.] 0x00000000007954a0
     0.03%  GC Thread#2      libjvm.so           [.] 0x0000000000795642
     0.03%  C2 CompilerThre  libjvm.so           [.] 0x0000000000822d5b
     0.03%  GC Thread#0      libjvm.so           [.] 0x0000000000786ef5
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c6842b60d
     0.03%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5b132
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c609787fe
     0.03%  C2 CompilerThre  libjvm.so           [.] 0x0000000000817eb3
     0.03%  C2 CompilerThre  libjvm.so           [.] 0x0000000000817f29
     0.03%  C2 CompilerThre  libjvm.so           [.] 0x0000000000822e5d
     0.03%  GC Thread#2      libjvm.so           [.] 0x0000000000a43e60
     0.03%  G1 Refine#0      libjvm.so           [.] 0x000000000064d037
     0.03%  GC Thread#1      libjvm.so           [.] 0x0000000000782deb
     0.03%  C2 CompilerThre  libjvm.so           [.] 0x0000000000817bb3
     0.03%  GC Thread#1      libjvm.so           [.] 0x000000000078707d
     0.03%  GC Thread#2      libjvm.so           [.] 0x0000000000785455
     0.03%  C2 CompilerThre  libc-2.30.so        [.] __memset_avx2_erms
     0.03%  GC Thread#1      libjvm.so           [.] 0x00000000007852b5
     0.03%  GC Thread#2      libjvm.so           [.] 0x00000000007853a0
     0.03%  G1 Conc#0        libjvm.so           [.] 0x0000000000793c79
     0.03%  C2 CompilerThre  libjvm.so           [.] 0x0000000000411ab4
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c60a4569b
     0.03%  GC Thread#2      libjvm.so           [.] 0x00000000007954cf
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c6096ad40
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c68428d60
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c609787e7
     0.03%  GC Thread#0      libjvm.so           [.] 0x0000000000782f34
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c6096adb5
     0.03%  GC Thread#1      libjvm.so           [.] 0x0000000000786ec1
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c6097448f
     0.03%  GC Thread#3      libjvm.so           [.] 0x0000000000782cb6
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c6097448c
     0.03%  GC Thread#3      libjvm.so           [.] 0x0000000000782f37
     0.03%  GC Thread#3      libjvm.so           [.] 0x0000000000795a10
     0.03%  G1 Conc#0        libjvm.so           [.] 0x000000000080eca8
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c6096b809
     0.03%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b8f6ee
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c6842b52c
     0.03%  GC Thread#2      libjvm.so           [.] 0x000000000078540d
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c6842b5f7
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c68429410
     0.03%  GC Thread#2      libjvm.so           [.] 0x0000000000785291
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c609654c4
     0.03%  GC Thread#3      libjvm.so           [.] 0x0000000000786fcb
     0.03%  GC Thread#2      libjvm.so           [.] 0x0000000000782f40
     0.03%  java             libjvm.so           [.] 0x0000000000b7a168
     0.03%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c60016
     0.03%  GC Thread#1      libjvm.so           [.] 0x0000000000795a1d
     0.03%  GC Thread#1      libjvm.so           [.] 0x0000000000785229
     0.03%  GC Thread#3      libjvm.so           [.] 0x000000000078520c
     0.03%  GC Thread#1      libjvm.so           [.] 0x0000000000790681
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c60f1d5c1
     0.03%  GC Thread#1      libjvm.so           [.] 0x0000000000785317
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c60f1d256
     0.03%  GC Thread#2      libjvm.so           [.] 0x00000000007851e0
     0.03%  GC Thread#0      libjvm.so           [.] 0x00000000007854ad
     0.03%  GC Thread#2      libjvm.so           [.] 0x000000000078705f
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c60969327
     0.03%  GC Thread#3      libjvm.so           [.] 0x00000000007852bc
     0.03%  GC Thread#2      libjvm.so           [.] 0x0000000000782f28
     0.03%  G1 Refine#0      libjvm.so           [.] 0x000000000064d034
     0.03%  GC Thread#1      libjvm.so           [.] 0x0000000000786f8a
     0.03%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c6003d
     0.03%  GC Thread#2      libjvm.so           [.] 0x0000000000785469
     0.03%  G1 Refine#0      libjvm.so           [.] 0x000000000080ecbe
     0.03%  GC Thread#1      libjvm.so           [.] 0x00000000007954cf
     0.03%  GC Thread#3      libjvm.so           [.] 0x0000000000795a35
     0.03%  GC Thread#3      libjvm.so           [.] 0x0000000000785446
     0.03%  GC Thread#1      libjvm.so           [.] 0x0000000000795a06
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c609780fb
     0.03%  GC Thread#2      libjvm.so           [.] 0x0000000000785427
     0.03%  GC Thread#0      libjvm.so           [.] 0x0000000000795b7a
     0.03%  GC Thread#1      libjvm.so           [.] 0x000000000078571b
     0.03%  GC Thread#0      libjvm.so           [.] 0x00000000007852b8
     0.03%  GC Thread#1      libjvm.so           [.] 0x0000000000795a5e
     0.03%  GC Thread#0      libjvm.so           [.] 0x000000000078553c
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c6842c2c7
     0.03%  GC Thread#3      libjvm.so           [.] 0x0000000000795a1d
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c6842b85e
     0.03%  GC Thread#1      libjvm.so           [.] 0x0000000000782dbd
     0.03%  GC Thread#3      libjvm.so           [.] 0x0000000000795b82
     0.03%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b8f6ab
     0.03%  GC Thread#2      libjvm.so           [.] 0x000000000078546c
     0.03%  GC Thread#1      libjvm.so           [.] 0x0000000000786f68
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c6842b939
     0.03%  GC Thread#1      libjvm.so           [.] 0x0000000000736778
     0.03%  GC Thread#1      libjvm.so           [.] 0x00000000007852dd
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c6842bc1a
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c60f1dc59
     0.03%  GC Thread#1      libjvm.so           [.] 0x00000000007853a0
     0.03%  GC Thread#0      libjvm.so           [.] 0x0000000000786f09
     0.03%  G1 Refine#0      libjvm.so           [.] 0x000000000080ec9f
     0.03%  java             [JIT] tid 29344     [.] 0x00007f7c68429980
     0.03%  GC Thread#1      libjvm.so           [.] 0x0000000000a0d687
     0.03%  GC Thread#2      libjvm.so           [.] 0x0000000000786f39
     0.03%  GC Thread#2      libjvm.so           [.] 0x0000000000786ec1
     0.03%  GC Thread#0      libjvm.so           [.] 0x000000000078543d
     0.03%  GC Thread#1      libjvm.so           [.] 0x0000000000782f28
     0.03%  GC Thread#0      libjvm.so           [.] 0x0000000000786f4b
     0.03%  GC Thread#2      libjvm.so           [.] 0x0000000000785441
     0.03%  GC Thread#2      libjvm.so           [.] 0x0000000000795b7a
     0.03%  GC Thread#2      libjvm.so           [.] 0x0000000000786ef5
     0.03%  GC Thread#0      libjvm.so           [.] 0x00000000007851f7
     0.03%  GC Thread#2      libjvm.so           [.] 0x0000000000786ec8
     0.03%  GC Thread#0      libjvm.so           [.] 0x0000000000782de5
     0.03%  GC Thread#0      libjvm.so           [.] 0x0000000000782df3
     0.03%  GC Thread#3      libjvm.so           [.] 0x00000000007856bc
     0.03%  java             libjvm.so           [.] 0x0000000000c6a4e0
     0.03%  GC Thread#3      libjvm.so           [.] 0x0000000000786fc4
