# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 15K of event 'cycles:u'
# Event count (approx.): 6897413689
#
# Overhead  Command          Shared Object       Symbol                                                             
# ........  ...............  ..................  ...................................................................
#
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000785487
     0.01%  G1 Conc#0        libjvm.so           [.] 0x0000000000747345
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000795a13
     0.01%  G1 Conc#0        libjvm.so           [.] 0x0000000000759b4d
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c973d0b
     0.01%  G1 Refine#1      libjvm.so           [.] 0x000000000079345a
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000007854a4
     0.01%  G1 Conc#0        libjvm.so           [.] 0x0000000000bb8d94
     0.01%  G1 Refine#3      libjvm.so           [.] 0x000000000079342e
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000782dbd
     0.01%  G1 Refine#0      libjvm.so           [.] 0x000000000073b09a
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782df9
     0.01%  java             libjvm.so           [.] 0x0000000000b50010
     0.01%  G1 Refine#2      libjvm.so           [.] 0x0000000000793446
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000782db1
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000007852bc
     0.01%  GC Thread#3      libjvm.so           [.] 0x000000000079563a
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c974582
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000782d8f
     0.01%  G1 Refine#0      libjvm.so           [.] 0x000000000080ed49
     0.01%  java             libjvm.so           [.] 0x00000000008246c7
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000078588a
     0.01%  G1 Refine#2      libjvm.so           [.] 0x00000000007901d0
     0.01%  G1 Refine#1      libjvm.so           [.] 0x0000000000793413
     0.01%  java             libjvm.so           [.] 0x00000000005b0658
     0.01%  G1 Refine#0      libjvm.so           [.] 0x000000000080ecad
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000795a00
     0.01%  java             libjvm.so           [.] 0x0000000000d147ee
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000785416
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000782d02
     0.01%  java             libjvm.so           [.] 0x000000000080ec9f
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000782de0
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000bb8cb8
     0.01%  java             libc-2.30.so        [.] __memmove_avx_unaligned_erms
     0.01%  GC Thread#3      libjvm.so           [.] 0x000000000078553c
     0.01%  G1 Conc#0        libjvm.so           [.] 0x0000000000759b75
     0.01%  GC Thread#1      libjvm.so           [.] 0x000000000073674c
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b14a98
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000782e9d
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000795a10
     0.01%  GC Thread#1      libjvm.so           [.] 0x00000000007954f4
     0.01%  java             libjvm.so           [.] 0x00000000005a12eb
     0.01%  java             libjvm.so           [.] 0x0000000000cbfec3
     0.01%  GC Thread#2      libjvm.so           [.] 0x00000000007954c9
     0.01%  GC Thread#2      libjvm.so           [.] 0x00000000007954cf
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000782ee3
     0.01%  java             libjvm.so           [.] 0x00000000005a8b92
     0.01%  java             libjvm.so           [.] 0x0000000000c6a504
     0.01%  java             libjvm.so           [.] 0x0000000000c89d08
     0.01%  java             libjvm.so           [.] 0x00000000007ebab9
     0.01%  java             libjvm.so           [.] 0x000000000066375c
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000795a73
     0.01%  G1 Refine#0      libjvm.so           [.] 0x0000000000790089
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c977fc0
     0.01%  GC Thread#1      libjvm.so           [.] 0x000000000079066f
     0.01%  GC Thread#2      libjvm.so           [.] 0x000000000079552a
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c976d61
     0.01%  java             libjvm.so           [.] 0x0000000000dc1f53
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000782df9
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000785254
     0.01%  GC Thread#1      libjvm.so           [.] 0x00000000007853ae
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c9748f8
     0.01%  java             libjvm.so           [.] 0x000000000071b69c
     0.01%  GC Thread#1      libjvm.so           [.] 0x000000000074a6ad
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000785477
     0.01%  java             libjvm.so           [.] 0x0000000000bc79cf
     0.01%  GC Thread#2      libjvm.so           [.] 0x000000000079061e
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000785430
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000074a59a
     0.01%  java             libjvm.so           [.] 0x0000000000c68b2c
     0.01%  GC Thread#1      libjvm.so           [.] 0x00000000007852c9
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000079552a
     0.01%  java             libjvm.so           [.] 0x0000000000d12628
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000795a13
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000785416
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000785254
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000d2adc6
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000007851e0
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000786ede
     0.01%  G1 Refine#0      libjvm.so           [.] 0x0000000000793413
     0.01%  G1 Refine#2      libjvm.so           [.] 0x0000000000790085
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000079552e
     0.01%  java             libjvm.so           [.] 0x0000000000740800
     0.01%  G1 Refine#0      libjvm.so           [.] 0x0000000000793418
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000785230
     0.01%  java             libjvm.so           [.] 0x0000000000b3bcb2
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000795a67
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c974bc7
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000786eda
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000007852a4
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000782ca3
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c960410
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000782efa
     0.01%  java             [JIT] tid 917       [.] 0x00007f15a442474a
     0.01%  GC Thread#2      libjvm.so           [.] 0x00000000007852c9
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000785304
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000785310
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000795b84
     0.01%  java             libjvm.so           [.] 0x00000000005b0837
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c969327
     0.01%  G1 Refine#2      libjvm.so           [.] 0x0000000000793403
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000782d7f
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000074a648
     0.01%  GC Thread#1      libjvm.so           [.] 0x00000000007852e8
     0.01%  java             libjvm.so           [.] 0x0000000000d14b4a
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782de7
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000786ef5
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000795a35
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000790683
     0.01%  java             libjimage.so        [.] JIMAGE_FindResource
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000005854c0
     0.01%  GC Thread#3      libjvm.so           [.] 0x000000000080ff1e
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000782d6e
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000785469
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c974d2e
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c9693f4
     0.01%  java             libjvm.so           [.] 0x00000000007eb6f0
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000790d86
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000786ec4
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000782e99
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000785446
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000057dad0
     0.01%  GC Thread#2      libjvm.so           [.] 0x000000000078540d
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c96c599
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000785412
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004db6d8
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000079553e
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000074a6a5
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000785443
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000782db8
     0.01%  java             libjvm.so           [.] 0x0000000000c6a547
     0.01%  GC Thread#3      libjvm.so           [.] 0x000000000078523a
     0.01%  GC Thread#2      libjvm.so           [.] 0x000000000078523a
     0.01%  GC Thread#1      libjvm.so           [.] 0x000000000074a59a
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000bb8cdb
     0.01%  GC Thread#0      libjvm.so           [.] 0x00000000007954bf
     0.01%  GC Thread#1      libjvm.so           [.] 0x000000000078546c
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000007954df
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000785709
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000790664
     0.01%  java             libjvm.so           [.] 0x0000000000a44130
     0.01%  G1 Refine#1      libjvm.so           [.] 0x000000000080eca8
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000790d86
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000782de0
     0.01%  GC Thread#0      libjvm.so           [.] 0x00000000007852e5
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000785470
     0.01%  java             libjvm.so           [.] 0x0000000000b7a512
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782dc3
     0.01%  GC Thread#3      libjvm.so           [.] 0x000000000078520c
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000790627
     0.01%  java             libjvm.so           [.] 0x00000000008246c2
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000785310
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000785446
     0.01%  java             [JIT] tid 917       [.] 0x00007f15a44246ac
     0.01%  java             libjvm.so           [.] 0x0000000000a4415a
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c969cb5
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000785276
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000785487
     0.01%  GC Thread#3      [vdso]              [.] __vdso_clock_gettime
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004f9757
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000794929
     0.01%  GC Thread#3      libjvm.so           [.] 0x000000000079552a
     0.01%  G1 Refine#0      libjvm.so           [.] 0x00000000007933fd
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000795542
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000007853a0
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000007831e6
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000790610
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004454c9
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782ddc
     0.01%  java             [JIT] tid 917       [.] 0x00007f15a44246da
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000785299
     0.01%  GC Thread#2      libjvm.so           [.] 0x00000000006f75a0
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782e9d
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782ed9
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000785459
     0.01%  GC Thread#3      libjvm.so           [.] 0x000000000080ff00
     0.01%  GC Thread#1      libjvm.so           [.] 0x00000000007854a9
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000795a63
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000d14456
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000007831cc
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a7aa9c
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000007851e9
     0.01%  java             libjvm.so           [.] 0x00000000008246da
     0.01%  C1 CompilerThre  libc-2.30.so        [.] __memset_avx2_unaligned_erms
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000782ea6
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000795a02
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000795a13
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000786ed3
     0.01%  C1 CompilerThre  [JIT] tid 917       [.] 0x00007f159c957096
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000790b7b
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c973846
     0.01%  java             libjvm.so           [.] 0x0000000000424c20
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c97493d
     0.01%  java             libjvm.so           [.] 0x00000000008fa7fa
     0.01%  java             libjvm.so           [.] 0x0000000000666a92
     0.01%  java             [JIT] tid 917       [.] 0x00007f15a4423e60
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000786ed6
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000795a23
     0.01%  G1 Refine#0      ld-2.30.so          [.] __tls_get_addr
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000053a16f
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c96b21e
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000003ff213
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000007853b2
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000c68af5
     0.01%  java             [JIT] tid 917       [.] 0x00007f159cf04b8a
     0.01%  java             [JIT] tid 917       [.] 0x00007f159cf04815
     0.01%  java             libjvm.so           [.] 0x0000000000c69384
     0.01%  java             [JIT] tid 917       [.] 0x00007f159cf04cc4
     0.01%  GC Thread#3      libjvm.so           [.] 0x000000000078547d
     0.01%  java             [JIT] tid 917       [.] 0x00007f159cf04cb0
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000050d844
     0.01%  G1 Refine#0      libjvm.so           [.] 0x000000000080ed89
     0.01%  G1 Refine#0      libjvm.so           [.] 0x00000000004724cb
     0.01%  java             libjvm.so           [.] 0x0000000000824a70
     0.01%  java             libjvm.so           [.] 0x0000000000b91700
     0.01%  java             libjvm.so           [.] 0x00000000007900f5
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004119ad
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c957096
     0.01%  C1 CompilerThre  libc-2.30.so        [.] __vfprintf_internal
     0.01%  java             libjvm.so           [.] 0x00000000005a55c8
     0.01%  java             libjvm.so           [.] 0x00000000008268a0
     0.01%  java             [JIT] tid 917       [.] 0x00007f15a44246ea
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000008f7e69
     0.01%  java             libjvm.so           [.] 0x00000000005b673f
     0.01%  GC Thread#1      libjvm.so           [.] 0x000000000079067c
